price,year,manufacturer,odometer,condition,fuel,transmission,drive,type,state,paint_color
3500,2009.0,hyundai,179764.0,good,gas,automatic,fwd,unknown,mo,unknown
6900,2003.0,audi,126000.0,good,gas,automatic,fwd,coupe,mi,blue
500,2013.0,nissan,130000.0,unknown,gas,automatic,unknown,unknown,ca,unknown
20500,2017.0,infiniti,85000.0,good,gas,automatic,4wd,sedan,ny,blue
22990,2013.0,ford,71288.0,good,gas,other,unknown,pickup,ok,unknown
4000,2000.0,bmw,158000.0,good,gas,automatic,rwd,wagon,ca,white
3295,2001.0,nissan,78000.0,good,gas,automatic,fwd,sedan,oh,green
10500,2019.0,nissan,3500.0,like new,gas,automatic,fwd,other,ca,black
14775,2013.0,ram,184366.0,excellent,gas,automatic,4wd,pickup,mt,orange
29995,2015.0,gmc,127000.0,unknown,gas,automatic,unknown,unknown,oh,unknown
32995,2017.0,toyota,36466.0,unknown,gas,automatic,4wd,SUV,co,black
17590,2015.0,volvo,63512.0,good,gas,automatic,unknown,sedan,mi,blue
29500,2016.0,bmw,47000.0,like new,gas,automatic,unknown,convertible,ma,black
30590,2018.0,gmc,19596.0,good,other,other,unknown,SUV,nj,black
5999,2010.0,dodge,106855.0,good,gas,other,unknown,SUV,nc,blue
26699,2018.0,volkswagen,34500.0,excellent,gas,other,4wd,SUV,oh,blue
12950,2003.0,chevrolet,82900.0,unknown,gas,automatic,4wd,pickup,ia,unknown
28990,2013.0,ford,45804.0,good,gas,other,4wd,pickup,wv,white
27998,2022.0,mitsubishi,10.0,new,gas,automatic,unknown,unknown,wa,red
6200,2006.0,toyota,150000.0,excellent,gas,manual,fwd,unknown,la,unknown
18000,2012.0,bmw,83350.0,good,gas,automatic,4wd,SUV,ny,white
7990,2014.0,dodge,129000.0,excellent,gas,automatic,fwd,van,mn,grey
17550,2015.0,gmc,97489.0,unknown,gas,automatic,4wd,SUV,oh,red
12000,1996.0,toyota,40472.0,unknown,diesel,automatic,4wd,other,mt,silver
9995,2005.0,ford,167000.0,unknown,gas,automatic,4wd,unknown,pa,unknown
34990,2020.0,jeep,3181.0,good,gas,other,4wd,other,ca,unknown
2000,1997.0,ford,117000.0,good,gas,automatic,unknown,unknown,in,green
16990,2016.0,kia,17631.0,good,gas,other,fwd,coupe,oh,unknown
12000,2007.0,bmw,57000.0,new,gas,automatic,unknown,unknown,ak,white
9999,2004.0,toyota,171100.0,excellent,gas,automatic,4wd,unknown,tx,unknown
27990,2012.0,toyota,67245.0,good,gas,other,4wd,pickup,nc,silver
15900,2016.0,jeep,65217.0,excellent,gas,automatic,fwd,SUV,tn,grey
11995,2018.0,hyundai,128744.0,excellent,gas,automatic,fwd,hatchback,ca,unknown
19995,2011.0,gmc,158622.0,unknown,other,automatic,unknown,SUV,co,silver
7950,2010.0,volvo,163005.0,good,gas,automatic,4wd,wagon,fl,blue
18990,2017.0,nissan,30785.0,good,gas,automatic,unknown,hatchback,oh,black
21590,2015.0,mini,7555.0,good,gas,other,fwd,other,ma,green
32990,2019.0,chevrolet,6897.0,good,other,other,unknown,pickup,mo,black
3350,2005.0,toyota,148000.0,like new,gas,automatic,fwd,sedan,az,custom
25990,2018.0,mitsubishi,13938.0,good,electric,other,4wd,SUV,ny,unknown
6200,1998.0,chevrolet,190.0,good,gas,automatic,rwd,unknown,ca,unknown
26990,2020.0,toyota,8625.0,good,gas,other,unknown,pickup,mn,red
12985,2012.0,mercedes-benz,63148.0,unknown,gas,automatic,unknown,sedan,nj,white
36590,2019.0,gmc,14222.0,good,gas,other,4wd,pickup,va,blue
16990,2013.0,infiniti,73053.0,good,gas,automatic,rwd,sedan,nj,unknown
41995,2017.0,ford,117005.0,unknown,diesel,automatic,unknown,pickup,tx,white
32999,2014.0,toyota,81698.0,unknown,gas,automatic,4wd,truck,id,white
5300,2008.0,mitsubishi,146000.0,unknown,gas,automatic,unknown,unknown,pa,unknown
24990,2017.0,volvo,42421.0,good,gas,other,unknown,SUV,nm,brown
33995,2017.0,ford,35932.0,unknown,gas,automatic,unknown,coupe,ks,black
29988,2018.0,ford,29348.0,unknown,gas,automatic,unknown,SUV,mn,silver
6599,2007.0,ford,143543.0,excellent,gas,automatic,rwd,truck,nc,white
32000,2015.0,gmc,124974.0,excellent,gas,automatic,4wd,SUV,mn,white
38990,2014.0,toyota,66710.0,good,gas,other,4wd,other,fl,unknown
10995,2016.0,kia,107000.0,excellent,gas,automatic,fwd,sedan,tx,black
4219,2002.0,toyota,153268.0,good,gas,automatic,fwd,sedan,oh,unknown
3299,2003.0,hyundai,155603.0,unknown,gas,automatic,unknown,SUV,il,silver
37995,2015.0,ram,140000.0,excellent,diesel,automatic,4wd,pickup,wi,white
10900,2009.0,ford,153000.0,good,gas,automatic,4wd,unknown,mi,red
6995,2007.0,gmc,204306.0,unknown,gas,automatic,unknown,unknown,mi,unknown
92888,2018.0,porsche,30000.0,like new,gas,automatic,unknown,unknown,ca,silver
7500,2001.0,audi,100026.0,good,gas,manual,fwd,convertible,md,silver
27990,2020.0,ford,10688.0,good,gas,other,unknown,pickup,ny,white
59000,2020.0,jeep,10518.0,unknown,gas,automatic,4wd,pickup,oh,white
2500,2005.0,mercury,155000.0,good,gas,automatic,fwd,sedan,nh,green
1600,1992.0,subaru,277814.0,unknown,gas,automatic,unknown,unknown,id,unknown
4200,2008.0,chrysler,103831.0,excellent,gas,automatic,fwd,convertible,fl,silver
3500,2009.0,pontiac,196000.0,good,gas,automatic,4wd,hatchback,ny,blue
11490,2014.0,honda,78000.0,like new,gas,automatic,fwd,sedan,ky,black
34394,2019.0,ford,1954.0,good,other,automatic,rwd,pickup,ca,silver
23395,2020.0,nissan,28567.0,excellent,gas,automatic,4wd,SUV,vt,blue
3180,2003.0,honda,189140.0,good,gas,automatic,fwd,unknown,ia,unknown
12500,2001.0,dodge,155550.0,good,diesel,manual,4wd,truck,or,green
12998,2011.0,mercedes-benz,131504.0,unknown,gas,automatic,unknown,SUV,sc,unknown
25990,2017.0,infiniti,45429.0,good,gas,other,fwd,other,ny,silver
17450,2012.0,nissan,47980.0,excellent,gas,automatic,4wd,SUV,or,blue
30991,2019.0,subaru,27429.0,unknown,gas,automatic,unknown,unknown,or,unknown
24990,2017.0,kia,38995.0,good,gas,other,fwd,van,dc,brown
17991,2010.0,nissan,98951.0,unknown,gas,automatic,fwd,coupe,id,black
20400,2012.0,chevrolet,101507.0,unknown,other,automatic,4wd,other,tn,black
14995,2014.0,audi,78600.0,unknown,gas,automatic,unknown,sedan,va,black
12500,2014.0,ford,240000.0,unknown,gas,automatic,unknown,unknown,la,unknown
24990,2008.0,ford,139567.0,good,gas,automatic,rwd,truck,sc,white
16988,2012.0,chevrolet,77021.0,excellent,gas,automatic,rwd,pickup,ar,white
7299,2010.0,acura,88000.0,good,gas,automatic,fwd,sedan,oh,silver
17738,2015.0,honda,104894.0,good,gas,automatic,unknown,other,ca,silver
5495,2010.0,volkswagen,148739.0,unknown,gas,automatic,unknown,sedan,id,silver
66000,2017.0,rover,40600.0,like new,gas,automatic,4wd,SUV,de,black
2900,2005.0,ford,135000.0,good,gas,automatic,fwd,sedan,mn,silver
18990,2012.0,ford,142601.0,unknown,gas,automatic,4wd,pickup,fl,black
13980,2015.0,chrysler,87906.0,unknown,gas,automatic,fwd,sedan,id,black
4499,2006.0,honda,154000.0,good,gas,automatic,fwd,mini-van,ny,blue
15800,2014.0,ford,91800.0,excellent,gas,automatic,rwd,unknown,in,yellow
26590,2017.0,kia,24667.0,good,gas,other,rwd,sedan,ky,black
6995,2014.0,jeep,117041.0,unknown,gas,manual,unknown,SUV,or,unknown
4900,2004.0,ford,171000.0,unknown,gas,automatic,unknown,unknown,fl,unknown
18999,2016.0,jeep,45965.0,unknown,gas,automatic,fwd,SUV,wa,blue
20898,2013.0,bmw,57358.0,excellent,gas,automatic,rwd,convertible,fl,unknown
2000,1998.0,volvo,183000.0,good,gas,manual,fwd,hatchback,va,white
2500,2003.0,bmw,186000.0,good,gas,automatic,unknown,unknown,va,white
7995,2008.0,ford,132809.0,excellent,gas,automatic,fwd,unknown,ca,unknown
7500,2012.0,chevrolet,46051.0,excellent,gas,automatic,unknown,unknown,me,unknown
29990,2019.0,ford,13628.0,good,gas,other,unknown,pickup,ny,silver
5900,2010.0,mazda,115428.0,excellent,gas,automatic,fwd,hatchback,ia,black
6400,2009.0,toyota,118885.0,unknown,gas,automatic,unknown,sedan,pa,unknown
41995,2019.0,toyota,69331.0,unknown,gas,automatic,4wd,pickup,tx,custom
25990,2019.0,ram,15000.0,excellent,gas,automatic,unknown,pickup,ca,white
10295,2017.0,chevrolet,86318.0,unknown,gas,automatic,unknown,sedan,oh,blue
5195,2008.0,nissan,134923.0,good,gas,automatic,fwd,sedan,nj,grey
2999,2007.0,nissan,121813.0,unknown,gas,manual,unknown,unknown,fl,unknown
21995,2013.0,jeep,140000.0,unknown,gas,automatic,unknown,unknown,va,unknown
14900,2014.0,chevrolet,96931.0,unknown,gas,other,fwd,sedan,fl,silver
10495,2014.0,subaru,105626.0,excellent,gas,other,4wd,SUV,nj,unknown
38590,2017.0,nissan,26539.0,good,gas,other,unknown,pickup,nj,black
16100,2016.0,subaru,68000.0,excellent,gas,automatic,unknown,sedan,pa,blue
7267,2012.0,gmc,153553.0,excellent,gas,automatic,4wd,SUV,mi,unknown
14995,2001.0,ford,47308.0,good,gas,automatic,rwd,truck,ca,white
42590,2020.0,buick,1134.0,good,gas,other,unknown,SUV,va,black
6700,2008.0,jeep,142000.0,good,gas,automatic,4wd,SUV,nj,white
27164,2017.0,chevrolet,93995.0,excellent,gas,other,unknown,truck,ca,unknown
6999,2014.0,ford,75000.0,good,gas,automatic,fwd,hatchback,oh,red
19990,2017.0,nissan,18876.0,good,gas,other,unknown,hatchback,mi,black
4950,2008.0,mazda,146000.0,excellent,gas,automatic,unknown,sedan,nc,red
9200,2010.0,chevrolet,102000.0,excellent,gas,automatic,unknown,SUV,fl,black
6999,2010.0,chevrolet,274105.0,excellent,gas,automatic,4wd,unknown,mn,unknown
27990,2020.0,honda,17031.0,excellent,gas,automatic,fwd,sedan,nc,black
8900,2017.0,buick,56000.0,good,gas,automatic,fwd,unknown,mi,white
23381,2014.0,chevrolet,98977.0,unknown,gas,automatic,rwd,SUV,tx,silver
28590,2017.0,ram,41816.0,good,other,other,4wd,pickup,ga,unknown
26990,2017.0,cadillac,41147.0,good,gas,other,unknown,sedan,ct,red
4000,2008.0,chevrolet,287000.0,fair,gas,manual,unknown,unknown,fl,unknown
29990,2013.0,ford,170334.0,excellent,diesel,automatic,4wd,truck,fl,black
16800,2017.0,chevrolet,55123.0,good,gas,automatic,fwd,SUV,mo,silver
5900,2001.0,chevrolet,167000.0,good,gas,automatic,rwd,SUV,ca,black
26995,2011.0,ford,106295.0,unknown,gas,automatic,4wd,truck,wa,grey
4495,2006.0,honda,238229.0,excellent,gas,automatic,fwd,mini-van,ga,grey
16990,2008.0,ford,147476.0,good,gas,automatic,4wd,unknown,wi,white
16995,2013.0,ford,169357.0,unknown,gas,automatic,rwd,pickup,ga,white
57321,2020.0,chevrolet,7576.0,good,diesel,automatic,unknown,pickup,nc,unknown
4000,2004.0,mitsubishi,185700.0,good,gas,automatic,fwd,SUV,ca,silver
6995,2007.0,toyota,119132.0,good,gas,automatic,fwd,sedan,nj,grey
8000,1991.0,nissan,126000.0,excellent,gas,manual,rwd,unknown,wa,red
21991,2017.0,toyota,35367.0,unknown,gas,automatic,fwd,SUV,ca,red
16500,2007.0,chevrolet,110000.0,fair,gas,manual,rwd,coupe,sc,unknown
932,2018.0,ford,87542.0,excellent,diesel,automatic,4wd,truck,wa,unknown
15299,2016.0,subaru,9835.0,excellent,gas,automatic,4wd,sedan,wi,blue
18959,2017.0,chrysler,106091.0,unknown,gas,automatic,fwd,van,ks,unknown
10999,2012.0,toyota,111399.0,excellent,hybrid,automatic,fwd,unknown,or,unknown
78995,2019.0,ford,61965.0,unknown,diesel,automatic,4wd,unknown,ca,white
18999,2011.0,ford,201622.0,unknown,gas,automatic,unknown,unknown,nj,unknown
2999,2006.0,ford,109000.0,excellent,gas,automatic,fwd,sedan,in,red
21000,2016.0,subaru,87400.0,excellent,gas,automatic,4wd,SUV,ga,green
39800,2005.0,ram,27741.0,excellent,diesel,automatic,4wd,unknown,id,unknown
23999,2016.0,ram,126500.0,like new,gas,automatic,4wd,truck,ok,blue
18900,2016.0,bmw,45267.0,like new,gas,automatic,4wd,sedan,nj,black
32995,2020.0,mercedes-benz,14061.0,excellent,gas,automatic,4wd,SUV,ca,white
25995,2017.0,mercedes-benz,50505.0,unknown,gas,automatic,unknown,sedan,pa,white
24110,2016.0,volkswagen,88651.0,excellent,gas,automatic,4wd,SUV,nc,white
13500,2013.0,audi,67500.0,excellent,gas,automatic,unknown,unknown,oh,unknown
4700,2008.0,hyundai,160000.0,like new,gas,automatic,unknown,unknown,ga,unknown
13990,2015.0,jeep,112000.0,like new,gas,automatic,4wd,SUV,fl,unknown
59999,2018.0,ram,12500.0,like new,diesel,automatic,4wd,unknown,ca,white
3100,2009.0,ford,127860.0,unknown,gas,automatic,fwd,coupe,md,red
9500,2013.0,acura,65000.0,good,gas,automatic,fwd,sedan,pa,white
29846,2016.0,toyota,54584.0,unknown,gas,automatic,rwd,truck,wa,black
24990,2018.0,ford,12928.0,good,other,other,fwd,hatchback,ks,unknown
6795,2013.0,chrysler,125321.0,excellent,gas,automatic,unknown,unknown,md,brown
32990,2017.0,ram,10193.0,good,other,other,4wd,pickup,mi,unknown
21492,2018.0,nissan,31168.0,unknown,gas,automatic,fwd,wagon,az,red
3200,2004.0,buick,141000.0,excellent,gas,automatic,unknown,unknown,nc,white
3500,2009.0,ford,184465.0,unknown,gas,automatic,unknown,truck,tx,unknown
12500,2014.0,bmw,90180.0,excellent,gas,automatic,rwd,sedan,fl,unknown
12995,2008.0,ram,142915.0,excellent,gas,automatic,rwd,pickup,tx,silver
30901,2017.0,jeep,59000.0,excellent,gas,automatic,4wd,SUV,sd,grey
31590,2018.0,acura,19370.0,good,other,other,fwd,SUV,ca,unknown
38990,2020.0,acura,2512.0,good,other,other,fwd,SUV,nc,black
19998,2020.0,kia,27968.0,unknown,gas,automatic,fwd,wagon,il,orange
13798,2013.0,honda,136529.0,unknown,gas,automatic,unknown,unknown,ok,white
26500,2011.0,ford,158000.0,excellent,diesel,automatic,4wd,truck,ct,red
3995,2012.0,chevrolet,95000.0,good,gas,automatic,fwd,sedan,tx,red
42900,2015.0,ford,58895.0,good,other,other,unknown,pickup,id,white
5495,2005.0,mercedes-benz,139857.0,unknown,gas,automatic,unknown,other,pa,unknown
1400,2012.0,honda,0.0,unknown,gas,automatic,fwd,sedan,ga,black
4995,2006.0,kia,173321.0,unknown,gas,manual,fwd,other,or,green
22995,2012.0,jeep,57835.0,like new,gas,automatic,4wd,SUV,ny,unknown
2500,2007.0,ford,200000.0,unknown,gas,automatic,unknown,unknown,dc,unknown
23990,2014.0,acura,62390.0,good,gas,other,unknown,SUV,in,unknown
2950,2010.0,cadillac,86000.0,unknown,gas,automatic,unknown,unknown,ky,unknown
10000,2007.0,cadillac,183313.0,excellent,gas,automatic,4wd,SUV,ga,white
6298,2008.0,chevrolet,143737.0,good,gas,automatic,fwd,sedan,id,silver
3995,2008.0,mazda,186000.0,unknown,gas,automatic,fwd,unknown,pa,unknown
23885,2017.0,ford,131169.0,unknown,gas,automatic,unknown,unknown,tx,unknown
13500,1991.0,chevrolet,129000.0,good,gas,automatic,unknown,unknown,wi,unknown
7100,2012.0,audi,145000.0,excellent,gas,automatic,4wd,sedan,wi,white
5000,2012.0,ford,150000.0,unknown,gas,automatic,4wd,unknown,mi,black
23990,2017.0,ford,20416.0,good,gas,other,fwd,hatchback,nh,black
8495,2003.0,chevrolet,174711.0,unknown,gas,automatic,4wd,SUV,mi,black
21999,2016.0,subaru,97976.0,excellent,gas,manual,4wd,sedan,ca,blue
36900,2018.0,chevrolet,98000.0,excellent,gas,automatic,4wd,SUV,nc,silver
14998,2010.0,chevrolet,154684.0,unknown,gas,automatic,4wd,unknown,mt,unknown
67900,2021.0,ram,2000.0,good,diesel,automatic,4wd,truck,mo,white
37900,2020.0,toyota,27500.0,excellent,gas,automatic,fwd,mini-van,mi,grey
20900,2017.0,toyota,35000.0,unknown,gas,automatic,unknown,unknown,il,unknown
10995,2014.0,ford,119334.0,excellent,gas,automatic,4wd,SUV,ia,silver
13000,2018.0,nissan,54380.0,unknown,gas,automatic,fwd,sedan,wa,unknown
16488,2009.0,cadillac,150577.0,unknown,gas,automatic,unknown,other,sc,white
1200,2006.0,ford,218000.0,salvage,gas,automatic,4wd,truck,tn,brown
2995,2014.0,dodge,100000.0,unknown,gas,automatic,unknown,unknown,fl,unknown
44499,2016.0,ford,140859.0,unknown,diesel,automatic,4wd,truck,co,unknown
16590,2017.0,ford,37190.0,good,other,automatic,fwd,sedan,mi,unknown
26000,2015.0,ford,70000.0,good,gas,automatic,4wd,pickup,ca,unknown
6500,2009.0,honda,122000.0,unknown,gas,automatic,unknown,unknown,nj,unknown
3500,2010.0,nissan,140.0,good,gas,automatic,unknown,wagon,fl,grey
31995,2014.0,ram,49278.0,unknown,gas,automatic,fwd,van,ca,white
21990,2020.0,kia,4400.0,good,other,other,fwd,wagon,ny,unknown
6999,2008.0,buick,155231.0,unknown,other,automatic,fwd,SUV,oh,unknown
21990,2019.0,acura,47090.0,good,gas,other,fwd,sedan,co,white
2000,1998.0,ford,206000.0,unknown,gas,automatic,rwd,unknown,nc,unknown
11995,2013.0,gmc,89371.0,excellent,gas,automatic,fwd,SUV,mn,red
19995,2015.0,ford,107699.0,excellent,gas,automatic,4wd,SUV,me,unknown
4200,2006.0,hyundai,141000.0,good,gas,automatic,fwd,sedan,tn,brown
9695,2014.0,buick,120625.0,excellent,gas,other,unknown,sedan,id,unknown
13988,2014.0,honda,50613.0,excellent,gas,other,unknown,sedan,wa,unknown
13450,2015.0,ford,53478.0,excellent,gas,automatic,unknown,hatchback,ca,unknown
20990,2019.0,hyundai,12139.0,good,other,other,unknown,sedan,ca,red
11400,2015.0,toyota,79498.0,unknown,gas,automatic,fwd,sedan,fl,red
11000,1997.0,jeep,275000.0,excellent,gas,automatic,4wd,SUV,ga,white
1200,1999.0,toyota,183100.0,unknown,gas,automatic,unknown,unknown,ma,unknown
38886,2015.0,ram,167092.0,unknown,diesel,manual,unknown,unknown,va,unknown
49999,2018.0,ford,18878.0,unknown,gas,automatic,4wd,truck,id,black
7750,2015.0,hyundai,108000.0,excellent,gas,automatic,unknown,unknown,tx,unknown
15053,2006.0,toyota,133540.0,good,gas,automatic,4wd,truck,tx,white
22990,2018.0,acura,17845.0,good,other,automatic,fwd,sedan,ma,unknown
35995,2018.0,ford,29486.0,unknown,gas,automatic,unknown,unknown,nj,unknown
23900,2019.0,nissan,40407.0,excellent,gas,automatic,unknown,sedan,wa,unknown
49997,2018.0,toyota,58476.0,unknown,gas,automatic,4wd,SUV,fl,white
9499,2012.0,chevrolet,70283.0,unknown,other,automatic,fwd,sedan,id,silver
1800,1995.0,toyota,227000.0,unknown,gas,automatic,fwd,unknown,in,unknown
19250,2017.0,subaru,86495.0,excellent,gas,automatic,4wd,sedan,fl,blue
9072,2011.0,toyota,181316.0,unknown,other,automatic,fwd,unknown,ms,silver
18984,2017.0,mini,39079.0,unknown,gas,automatic,fwd,coupe,ky,unknown
22995,2017.0,toyota,44240.0,excellent,gas,automatic,4wd,SUV,vt,grey
51990,2019.0,bmw,25914.0,good,gas,other,unknown,SUV,fl,unknown
51990,2014.0,ford,14330.0,good,gas,other,rwd,coupe,va,black
500,2013.0,nissan,130000.0,unknown,gas,automatic,unknown,unknown,ca,unknown
2950,2007.0,kia,196.0,excellent,gas,automatic,unknown,unknown,sc,unknown
5990,2010.0,ford,139000.0,unknown,gas,automatic,unknown,unknown,mn,black
26839,2017.0,mercedes-benz,33248.0,unknown,gas,automatic,rwd,sedan,ca,unknown
23995,2018.0,chrysler,20899.0,good,gas,automatic,4wd,sedan,wy,white
29000,2018.0,bmw,47525.0,excellent,gas,automatic,rwd,unknown,ca,white
19590,2017.0,mitsubishi,50473.0,good,other,other,4wd,SUV,mi,brown
15990,2010.0,audi,75159.0,good,gas,other,unknown,sedan,ct,unknown
7988,2006.0,chevrolet,240165.0,unknown,gas,automatic,4wd,unknown,wa,unknown
17995,2012.0,ford,155386.0,unknown,gas,automatic,4wd,truck,or,grey
4900,2003.0,honda,161000.0,good,gas,automatic,4wd,unknown,ct,unknown
19995,2011.0,chevrolet,147580.0,good,gas,automatic,4wd,truck,ky,white
7999,2006.0,dodge,107000.0,excellent,gas,automatic,4wd,pickup,tn,unknown
3460,2004.0,nissan,191000.0,good,gas,manual,unknown,unknown,pa,unknown
23532,2020.0,chevrolet,33278.0,unknown,gas,automatic,unknown,SUV,id,silver
29751,2019.0,toyota,45824.0,good,gas,automatic,4wd,SUV,az,red
38590,2018.0,ford,28033.0,good,gas,other,unknown,pickup,mn,unknown
8900,2010.0,mini,225416.0,good,gas,automatic,rwd,van,nc,white
23995,2014.0,ford,178741.0,like new,gas,automatic,unknown,pickup,ca,white
16795,2009.0,ford,175214.0,excellent,gas,automatic,4wd,pickup,fl,purple
7995,2012.0,ford,0.0,excellent,gas,automatic,unknown,wagon,ca,unknown
17621,2014.0,subaru,79597.0,good,gas,automatic,unknown,SUV,ca,white
21690,2016.0,chevrolet,42194.0,unknown,gas,automatic,rwd,coupe,fl,red
47590,2020.0,toyota,4034.0,good,gas,other,unknown,pickup,fl,silver
2000,2002.0,ram,190000.0,fair,gas,automatic,4wd,truck,ny,red
26000,2020.0,honda,1485.0,new,gas,manual,fwd,sedan,il,white
19980,2018.0,buick,18679.0,unknown,gas,automatic,fwd,SUV,nv,blue
10500,2014.0,nissan,92070.0,excellent,gas,automatic,fwd,sedan,id,black
5900,2007.0,hyundai,70000.0,excellent,gas,automatic,unknown,unknown,fl,silver
14696,2017.0,chevrolet,65679.0,unknown,gas,automatic,unknown,unknown,il,unknown
35590,2019.0,ram,68032.0,good,gas,other,4wd,pickup,ky,unknown
4200,2007.0,dodge,108932.0,good,gas,automatic,fwd,mini-van,ia,silver
9999,2013.0,honda,131000.0,excellent,gas,automatic,unknown,coupe,ga,black
13500,2011.0,ford,116108.0,excellent,gas,automatic,rwd,pickup,ca,unknown
10995,2013.0,honda,96399.0,unknown,gas,automatic,fwd,sedan,nh,unknown
5500,2002.0,toyota,183572.0,excellent,gas,automatic,fwd,SUV,wa,unknown
34590,2016.0,chevrolet,29499.0,good,gas,other,4wd,pickup,tn,silver
37590,2019.0,acura,30356.0,good,other,other,unknown,other,mo,silver
57999,2020.0,toyota,2362.0,unknown,gas,automatic,rwd,coupe,wa,red
39985,2014.0,mercedes-benz,66500.0,like new,gas,automatic,rwd,sedan,fl,white
15990,2017.0,volkswagen,27251.0,good,gas,automatic,fwd,sedan,ca,blue
84500,2019.0,chevrolet,2500.0,new,gas,automatic,rwd,convertible,sd,red
13995,1996.0,chevrolet,139462.0,unknown,gas,automatic,4wd,SUV,or,red
10450,2002.0,lexus,154345.0,excellent,gas,automatic,rwd,wagon,az,silver
69999,2019.0,chevrolet,67480.0,unknown,diesel,automatic,4wd,truck,mt,white
20590,2018.0,subaru,31105.0,good,gas,other,unknown,sedan,fl,black
33590,2018.0,mercedes-benz,14010.0,good,other,automatic,rwd,SUV,ca,white
53995,2017.0,ford,138968.0,unknown,other,automatic,4wd,pickup,tx,unknown
9988,2003.0,ram,147476.0,excellent,gas,automatic,4wd,truck,wa,unknown
29988,2020.0,subaru,29075.0,unknown,gas,automatic,unknown,unknown,tn,silver
4999,2016.0,hyundai,43227.0,unknown,gas,manual,unknown,hatchback,fl,blue
8999,2016.0,nissan,108000.0,excellent,gas,automatic,fwd,sedan,wi,red
4500,2001.0,ford,269000.0,unknown,gas,automatic,unknown,unknown,fl,unknown
25977,2017.0,bmw,19723.0,excellent,gas,automatic,rwd,sedan,fl,unknown
59999,2019.0,gmc,28073.0,unknown,gas,automatic,4wd,truck,wa,black
5200,2008.0,chrysler,112000.0,like new,gas,automatic,unknown,unknown,sc,unknown
12000,2008.0,dodge,81345.0,unknown,gas,other,4wd,truck,ny,red
14995,2007.0,jeep,187350.0,excellent,gas,automatic,4wd,SUV,nj,green
18995,2012.0,ram,127773.0,unknown,gas,automatic,unknown,unknown,ny,unknown
36590,2013.0,chevrolet,79156.0,good,other,other,unknown,other,oh,unknown
11995,2005.0,chevrolet,111000.0,excellent,gas,automatic,4wd,pickup,mi,brown
3900,2007.0,nissan,242000.0,fair,gas,automatic,4wd,SUV,ut,black
8950,2008.0,audi,96355.0,excellent,gas,automatic,4wd,sedan,ca,unknown
19700,2012.0,ford,116985.0,excellent,gas,automatic,rwd,pickup,fl,grey
11999,2016.0,chevrolet,81000.0,like new,gas,automatic,unknown,sedan,ca,red
58995,2021.0,ram,420.0,unknown,gas,automatic,4wd,unknown,ca,black
32993,2019.0,gmc,9832.0,unknown,gas,automatic,rwd,pickup,id,white
3700,2011.0,jeep,131000.0,like new,gas,automatic,unknown,unknown,nj,unknown
37990,2016.0,toyota,22870.0,good,gas,other,4wd,pickup,ny,black
30995,2017.0,ram,68089.0,unknown,gas,automatic,unknown,unknown,or,unknown
31590,2019.0,honda,22683.0,good,gas,other,unknown,SUV,nm,unknown
500,2011.0,jeep,80125.0,unknown,gas,automatic,unknown,unknown,oh,unknown
1500,2006.0,dodge,189000.0,fair,gas,automatic,rwd,sedan,ny,red
2999,2005.0,kia,148000.0,good,gas,automatic,fwd,sedan,va,red
12995,2015.0,nissan,38984.0,good,gas,automatic,4wd,SUV,nv,grey
5999,2012.0,volkswagen,124000.0,excellent,gas,automatic,fwd,sedan,nc,silver
27590,2018.0,bmw,20845.0,good,other,other,unknown,sedan,mi,blue
23990,2018.0,acura,15778.0,good,other,other,fwd,sedan,fl,white
11999,2014.0,chevrolet,97801.0,like new,gas,automatic,rwd,other,nj,black
31590,2019.0,cadillac,12102.0,good,other,other,fwd,hatchback,fl,black
4999,2005.0,honda,138423.0,like new,gas,automatic,4wd,SUV,wi,unknown
21590,2017.0,buick,14934.0,good,gas,other,fwd,sedan,pa,white
49990,2015.0,ford,152701.0,good,diesel,automatic,4wd,truck,ny,white
5995,2005.0,honda,140489.0,unknown,gas,automatic,unknown,sedan,or,blue
5000,2012.0,mazda,155000.0,unknown,gas,automatic,unknown,unknown,ri,unknown
2000,2020.0,mitsubishi,27444.0,like new,gas,automatic,4wd,SUV,oh,white
11995,2013.0,honda,80100.0,like new,gas,automatic,fwd,sedan,wi,silver
2100,2005.0,ram,289000.0,good,gas,automatic,rwd,truck,wa,silver
6995,2016.0,ford,90600.0,unknown,gas,manual,fwd,sedan,ct,blue
16699,2009.0,ford,177700.0,excellent,diesel,automatic,rwd,truck,fl,white
23990,2015.0,lexus,53388.0,good,gas,other,unknown,sedan,ma,white
41500,2018.0,toyota,68972.0,unknown,gas,automatic,4wd,pickup,fl,black
28200,2019.0,dodge,12651.0,unknown,gas,other,rwd,sedan,ak,black
15999,2011.0,ram,100350.0,unknown,gas,automatic,unknown,other,oh,black
19950,2006.0,chevrolet,145614.0,excellent,diesel,automatic,unknown,pickup,ca,white
12325,2012.0,audi,123050.0,excellent,gas,automatic,4wd,SUV,nj,blue
16500,2011.0,gmc,129000.0,excellent,gas,automatic,rwd,truck,sc,black
22995,2016.0,ram,78701.0,unknown,gas,other,fwd,van,tn,white
17995,2018.0,ford,25276.0,unknown,gas,automatic,fwd,SUV,oh,red
6000,1995.0,lexus,171000.0,good,gas,automatic,rwd,unknown,ks,unknown
17990,2019.0,chevrolet,20295.0,good,other,other,unknown,hatchback,sc,white
