sale_price_usd,age_at_sale,sale_year,product_group,product_size,enclosure,state
12000.0,5,2008,Track Excavators,Mini,EROPS,Connecticut
17000.0,18,1991,Wheel Loader,Medium,OROPS,Tennessee
17500.0,10,2011,Backhoe Loaders,unknown,EROPS,California
19500.0,7,2004,Backhoe Loaders,unknown,EROPS,Ohio
17000.0,23,2006,Wheel Loader,unknown,OROPS,New Jersey
9500.0,6,1996,Skid Steer Loaders,unknown,OROPS,California
9700.0,29,2006,Wheel Loader,unknown,OROPS,Florida
8250.0,5,1998,Skid Steer Loaders,unknown,OROPS,Florida
8250.0,21,2005,Backhoe Loaders,unknown,EROPS,Ohio
51000.0,25,2011,Wheel Loader,Medium,EROPS w AC,Colorado
23500.0,8,1994,Wheel Loader,Medium,EROPS w AC,Pennsylvania
39000.0,14,2007,Wheel Loader,Medium,EROPS,California
21500.0,4,2000,Backhoe Loaders,unknown,OROPS,Tennessee
24500.0,24,2001,Wheel Loader,Large,EROPS w AC,New Jersey
42000.0,5,2009,Track Type Tractors,unknown,EROPS w AC,North Carolina
54000.0,24,2011,Wheel Loader,Medium,EROPS w AC,Missouri
26000.0,10,2009,Track Excavators,Large / Medium,EROPS,New Jersey
30000.0,7,2004,Track Excavators,Small,EROPS,Florida
55000.0,3,2007,Track Excavators,Small,EROPS,California
52500.0,4,2010,Track Excavators,Large / Medium,EROPS w AC,California
59000.0,5,2010,Track Excavators,Large / Medium,EROPS,Washington
17500.0,5,2009,Backhoe Loaders,unknown,OROPS,Virginia
49500.0,12,2008,Track Excavators,Large / Medium,EROPS w AC,Ohio
45000.0,17,2006,Track Type Tractors,Medium,OROPS,Minnesota
19500.0,6,2010,Backhoe Loaders,unknown,OROPS,Texas
29000.0,5,2010,Backhoe Loaders,unknown,EROPS,Wisconsin
20500.0,10,2010,Backhoe Loaders,unknown,OROPS,Alabama
19500.0,11,1997,Backhoe Loaders,unknown,EROPS,Illinois
31000.0,9,2010,Backhoe Loaders,unknown,EROPS,Florida
17500.0,2,2006,Skid Steer Loaders,unknown,OROPS,Florida
9000.0,5,2010,Skid Steer Loaders,unknown,EROPS,Michigan
14500.0,13,2003,Track Excavators,Mini,EROPS,Florida
16750.0,7,2009,Backhoe Loaders,unknown,OROPS,Arkansas
14000.0,13,2009,Track Excavators,Small,EROPS,Texas
79000.0,9,2005,Track Excavators,Large / Medium,EROPS w AC,California
28000.0,5,2001,Backhoe Loaders,unknown,OROPS,Georgia
54000.0,20,2001,Motor Graders,unknown,EROPS w AC,Minnesota
32500.0,29,2009,Wheel Loader,Medium,EROPS w AC,California
9500.0,6,2007,Skid Steer Loaders,unknown,OROPS,Tennessee
40000.0,6,1995,Track Type Tractors,unknown,OROPS,Wisconsin
24000.0,25,2009,Wheel Loader,Medium,EROPS,Maryland
41000.0,15,2003,Track Type Tractors,unknown,OROPS,North Carolina
68000.0,5,2007,Track Type Tractors,Medium,OROPS,Louisiana
52500.0,10,2004,Track Type Tractors,Medium,EROPS w AC,Texas
20000.0,15,2009,Wheel Loader,Medium,EROPS,New York
12000.0,22,2010,Wheel Loader,Medium,EROPS,Colorado
65000.0,4,2011,Track Excavators,Small,EROPS w AC,Illinois
32000.0,17,2011,Track Excavators,Large / Medium,EROPS w AC,Utah
7750.0,5,2002,Skid Steer Loaders,unknown,OROPS,Connecticut
82000.0,14,2007,Wheel Loader,Large,EROPS w AC,Florida
11500.0,6,2010,Skid Steer Loaders,unknown,EROPS w AC,California
25000.0,16,1996,Motor Graders,unknown,EROPS,Colorado
15000.0,5,1989,Backhoe Loaders,unknown,OROPS,Kentucky
29000.0,15,2001,Wheel Loader,Medium,EROPS w AC,Minnesota
85000.0,7,2005,Wheel Loader,Medium,EROPS w AC,New Mexico
46000.0,5,2006,Track Excavators,Small,EROPS w AC,New Jersey
50000.0,28,2010,Track Type Tractors,Large,EROPS w AC,Colorado
37000.0,2,2009,Backhoe Loaders,unknown,OROPS,Arizona
12500.0,20,2000,Track Excavators,Small,EROPS,Minnesota
34500.0,11,1989,Track Type Tractors,Large,EROPS,Kentucky
19500.0,12,2010,Wheel Loader,unknown,EROPS,Florida
49000.0,14,2011,Track Excavators,Large / Medium,EROPS w AC,Missouri
52500.0,5,2006,Track Excavators,Large / Medium,EROPS w AC,New York
31000.0,5,2006,Backhoe Loaders,unknown,OROPS,Texas
105000.0,3,2004,Motor Graders,unknown,EROPS w AC,Georgia
27000.0,12,2009,Wheel Loader,unknown,OROPS,California
21500.0,13,2010,Backhoe Loaders,unknown,OROPS,Pennsylvania
45000.0,13,1999,Motor Graders,unknown,EROPS,California
40000.0,8,2011,Track Type Tractors,Medium,EROPS w AC,Texas
30000.0,14,1994,Wheel Loader,unknown,EROPS,Florida
47500.0,6,2010,Track Excavators,Large / Medium,EROPS,Virginia
33000.0,12,2001,Track Type Tractors,Medium,OROPS,Pennsylvania
32000.0,3,2008,Backhoe Loaders,unknown,OROPS,California
16500.0,9,2009,Backhoe Loaders,unknown,OROPS,Nevada
28000.0,3,2010,Track Excavators,Mini,EROPS,Texas
41000.0,24,2002,Motor Graders,unknown,EROPS,California
30000.0,2,1995,Track Type Tractors,unknown,OROPS,Washington
14000.0,5,2004,Skid Steer Loaders,unknown,OROPS,Texas
24000.0,14,1990,Motor Graders,unknown,EROPS,Texas
17500.0,16,1989,Track Type Tractors,Large,OROPS,Kentucky
8500.0,3,2007,Backhoe Loaders,unknown,OROPS,New Jersey
56500.0,4,2007,Wheel Loader,unknown,OROPS,Florida
13500.0,33,2010,Wheel Loader,Large,EROPS w AC,California
23000.0,21,1995,Wheel Loader,Medium,OROPS,Arizona
37500.0,4,2005,Wheel Loader,unknown,OROPS,Florida
27000.0,5,2008,Backhoe Loaders,unknown,OROPS,California
17500.0,26,1997,Wheel Loader,Medium,EROPS,Mississippi
31000.0,5,2010,Backhoe Loaders,unknown,OROPS,Washington
37000.0,10,1999,Motor Graders,unknown,EROPS,California
39000.0,5,1992,Wheel Loader,unknown,EROPS,North Carolina
7500.0,3,1998,Skid Steer Loaders,unknown,OROPS,Arizona
90000.0,5,2011,Track Excavators,Small,EROPS w AC,Florida
14500.0,9,2001,Track Excavators,Small,EROPS,Utah
61000.0,6,2010,Wheel Loader,Medium,EROPS,Idaho
31000.0,28,2003,Track Type Tractors,unknown,OROPS,Mississippi
105000.0,4,1998,Track Type Tractors,Medium,EROPS,Wisconsin
29000.0,8,2009,Track Type Tractors,Medium,OROPS,Florida
26000.0,5,2011,Backhoe Loaders,unknown,OROPS,Florida
19000.0,6,2002,Backhoe Loaders,unknown,EROPS,Colorado
22000.0,5,1992,Track Excavators,Small,EROPS,Washington
31000.0,8,2007,Track Excavators,Mini,EROPS,Missouri
20000.0,6,1995,Backhoe Loaders,unknown,OROPS,Delaware
35000.0,4,2008,Track Type Tractors,unknown,OROPS,New Jersey
9500.0,20,2002,Backhoe Loaders,unknown,OROPS,Florida
39000.0,5,1993,Wheel Loader,unknown,EROPS,Florida
23500.0,9,1998,Backhoe Loaders,unknown,OROPS,New Jersey
57500.0,1,2005,Track Type Tractors,unknown,EROPS w AC,North Carolina
8000.0,16,2002,Backhoe Loaders,unknown,OROPS,California
44500.0,1,2001,Wheel Loader,Compact,EROPS,Pennsylvania
12000.0,14,2002,Backhoe Loaders,unknown,OROPS,New York
36000.0,6,2008,Track Type Tractors,unknown,EROPS w AC,Florida
48500.0,10,1999,Track Excavators,Large / Medium,EROPS,Connecticut
24000.0,20,2009,Wheel Loader,unknown,EROPS,Florida
38000.0,37,2011,Motor Graders,unknown,EROPS w AC,Texas
13500.0,18,2009,Track Type Tractors,unknown,OROPS,Mississippi
43000.0,21,1999,Track Type Tractors,Large,OROPS,Texas
71000.0,4,2009,Wheel Loader,Medium,EROPS w AC,Georgia
10750.0,16,1992,Track Type Tractors,Large,EROPS,New York
72000.0,3,2009,Wheel Loader,Medium,EROPS w AC,Texas
18000.0,6,2000,Backhoe Loaders,unknown,OROPS,Alabama
20000.0,8,2009,Track Excavators,Large / Medium,EROPS,Ohio
19000.0,11,2011,Backhoe Loaders,unknown,OROPS,Texas
22500.0,1,2008,Backhoe Loaders,unknown,OROPS,Georgia
9000.0,15,2006,Wheel Loader,unknown,EROPS,Florida
50000.0,8,2008,Wheel Loader,Medium,OROPS,Florida
14000.0,3,1999,Wheel Loader,Large,OROPS,Florida
22500.0,4,2000,Backhoe Loaders,unknown,OROPS,Arizona
20000.0,15,2011,Wheel Loader,Medium,EROPS w AC,Texas
11500.0,14,2001,Track Excavators,Large / Medium,EROPS,Maryland
6300.0,20,2004,Skid Steer Loaders,unknown,OROPS,South Carolina
60000.0,2,2007,Track Excavators,Mini,EROPS w AC,Louisiana
24000.0,7,2011,Backhoe Loaders,unknown,OROPS,Arizona
31000.0,6,2011,Track Type Tractors,Medium,EROPS w AC,North Carolina
16000.0,13,2009,Backhoe Loaders,unknown,EROPS w AC,California
25000.0,8,2007,Track Type Tractors,unknown,OROPS,Ohio
30000.0,8,1996,Track Excavators,Small,EROPS,New Hampshire
27500.0,23,2001,Track Type Tractors,Medium,OROPS,Alabama
8500.0,11,1991,Track Type Tractors,unknown,OROPS,Florida
77500.0,2,2008,Track Excavators,Small,EROPS w AC,Florida
37000.0,4,2009,Track Type Tractors,unknown,OROPS,Florida
43500.0,8,2001,Wheel Loader,Medium,EROPS,New Hampshire
37500.0,4,2002,Track Type Tractors,Medium,OROPS,Georgia
90000.0,3,2008,Track Excavators,Large / Medium,EROPS w AC,Mississippi
26000.0,9,2010,Backhoe Loaders,unknown,OROPS,New Mexico
50000.0,15,1998,Motor Graders,unknown,EROPS,Texas
22000.0,11,2011,Track Type Tractors,unknown,OROPS,Alabama
21000.0,16,2005,Track Excavators,Large / Medium,EROPS,Georgia
8000.0,35,2009,Wheel Loader,unknown,OROPS,New York
36000.0,19,2000,Track Type Tractors,Large,EROPS w AC,California
12000.0,20,2010,Track Type Tractors,unknown,OROPS,Texas
12000.0,3,2007,Skid Steer Loaders,unknown,EROPS,New York
10500.0,5,2002,Track Type Tractors,unknown,OROPS,Washington
29000.0,8,2005,Wheel Loader,Medium,OROPS,Florida
28000.0,8,2010,Track Type Tractors,unknown,OROPS,Tennessee
57500.0,8,2008,Track Excavators,Large / Medium,EROPS w AC,Colorado
23500.0,15,2004,Track Type Tractors,unknown,OROPS,Mississippi
42000.0,7,2003,Track Type Tractors,Medium,EROPS w AC,Florida
25000.0,6,2011,Backhoe Loaders,unknown,OROPS,Texas
22000.0,6,2004,Track Type Tractors,unknown,OROPS,Missouri
9500.0,5,1997,Skid Steer Loaders,unknown,OROPS,Georgia
29000.0,8,2006,Track Type Tractors,unknown,OROPS,Alabama
25000.0,24,1993,Wheel Loader,Medium,OROPS,California
20500.0,13,1991,Track Type Tractors,Large,EROPS,Maine
39500.0,4,2008,Track Type Tractors,unknown,OROPS,Florida
18000.0,4,2005,Skid Steer Loaders,unknown,OROPS,Florida
25000.0,11,2010,Track Excavators,Large / Medium,EROPS w AC,Maryland
38000.0,6,2007,Track Type Tractors,unknown,OROPS,Georgia
10000.0,6,2007,Skid Steer Loaders,unknown,OROPS,Florida
18000.0,5,2009,Backhoe Loaders,unknown,OROPS,Georgia
24500.0,13,2002,Track Type Tractors,unknown,OROPS,Indiana
23000.0,4,2009,Backhoe Loaders,unknown,OROPS,Texas
13000.0,5,2010,Skid Steer Loaders,unknown,EROPS w AC,Georgia
65000.0,6,2009,Wheel Loader,Medium,EROPS,Washington
21000.0,4,2009,Track Excavators,Mini,EROPS w AC,Maryland
34000.0,6,2008,Track Type Tractors,unknown,EROPS w AC,Missouri
14000.0,6,2011,Skid Steer Loaders,unknown,EROPS w AC,Texas
50000.0,2,1993,Track Type Tractors,unknown,OROPS,Pennsylvania
32000.0,4,2011,Track Type Tractors,unknown,EROPS w AC,North Carolina
28000.0,9,1989,Track Excavators,Large / Medium,EROPS,Maryland
24500.0,14,2002,Wheel Loader,unknown,OROPS,Vermont
87500.0,2,2007,Track Excavators,Small,EROPS w AC,Maryland
19500.0,9,2006,Backhoe Loaders,unknown,EROPS w AC,Tennessee
41000.0,8,2007,Wheel Loader,Medium,EROPS,Pennsylvania
18000.0,12,2005,Backhoe Loaders,unknown,EROPS,Texas
8700.0,6,2010,Skid Steer Loaders,unknown,OROPS,Virginia
13000.0,6,2009,Skid Steer Loaders,unknown,OROPS,North Carolina
50000.0,11,1999,Track Type Tractors,Medium,OROPS,Texas
9000.0,10,2005,Track Excavators,Mini,EROPS,New Jersey
27000.0,27,2011,Wheel Loader,unknown,OROPS,South Carolina
47000.0,9,2008,Motor Graders,unknown,EROPS w AC,Tennessee
100000.0,2,2001,Track Type Tractors,Medium,OROPS,New Hampshire
26000.0,17,1991,Wheel Loader,unknown,EROPS,Maryland
19500.0,14,2006,Backhoe Loaders,unknown,EROPS w AC,California
22000.0,10,2009,Wheel Loader,unknown,OROPS,Florida
110000.0,4,2008,Track Type Tractors,Medium,EROPS w AC,Nevada
13000.0,5,2011,Skid Steer Loaders,unknown,OROPS,Texas
20000.0,13,1991,Track Excavators,Small,EROPS,Pennsylvania
82500.0,6,2010,Motor Graders,unknown,EROPS,Illinois
15000.0,13,2007,Track Excavators,Small,EROPS,Louisiana
13000.0,31,2007,Wheel Loader,unknown,OROPS,North Carolina
17500.0,7,1994,Backhoe Loaders,unknown,EROPS,Colorado
8750.0,5,2003,Track Excavators,Mini,EROPS,Wisconsin
28500.0,4,2004,Track Excavators,Mini,EROPS w AC,New Jersey
9500.0,18,2006,Backhoe Loaders,unknown,EROPS,North Carolina
41000.0,15,2008,Wheel Loader,unknown,EROPS,New York
29000.0,15,1992,Track Type Tractors,Medium,OROPS,California
21000.0,6,1999,Track Type Tractors,unknown,OROPS,Florida
56000.0,6,2009,Track Excavators,Large / Medium,EROPS w AC,South Carolina
40000.0,3,2004,Track Type Tractors,unknown,OROPS,Maryland
10000.0,25,2004,Wheel Loader,Compact,EROPS,Washington
52000.0,7,1993,Track Excavators,Large / Medium,EROPS,Kentucky
85000.0,4,2010,Track Type Tractors,Medium,EROPS w AC,Georgia
20000.0,18,2006,Motor Graders,unknown,EROPS,North Carolina
42000.0,8,2004,Wheel Loader,unknown,EROPS,Mississippi
9000.0,18,2000,Backhoe Loaders,unknown,EROPS,New Mexico
22500.0,31,2009,Track Type Tractors,Medium,OROPS,Mississippi
12700.0,6,2005,Skid Steer Loaders,unknown,OROPS,South Carolina
52000.0,4,1995,Track Type Tractors,Medium,OROPS,Ohio
23000.0,19,2000,Motor Graders,unknown,EROPS,Louisiana
27500.0,18,2003,Wheel Loader,Medium,EROPS,Pennsylvania
26000.0,3,1992,Backhoe Loaders,unknown,EROPS,Maryland
17500.0,29,2001,Wheel Loader,unknown,EROPS,Ohio
8000.0,12,1998,Track Excavators,Small,EROPS,Idaho
14000.0,12,2006,Track Excavators,Mini,EROPS,Maryland
6500.0,13,2009,Skid Steer Loaders,unknown,OROPS,Idaho
61000.0,4,2003,Track Excavators,Large / Medium,EROPS w AC,Maryland
36000.0,21,2001,Wheel Loader,Medium,EROPS,Montana
10250.0,12,2009,Backhoe Loaders,unknown,OROPS,Missouri
31000.0,6,2008,Track Type Tractors,unknown,OROPS,Louisiana
20000.0,11,2008,Backhoe Loaders,unknown,OROPS,Maryland
21000.0,6,2009,Wheel Loader,unknown,EROPS,Washington
42000.0,6,1996,Wheel Loader,unknown,OROPS,Florida
29000.0,4,2009,Track Type Tractors,unknown,OROPS,Georgia
29000.0,18,2006,Track Excavators,Small,EROPS,Connecticut
58000.0,2,2006,Track Type Tractors,unknown,EROPS w AC,Louisiana
11500.0,4,2002,Track Excavators,Mini,EROPS,Nevada
10000.0,5,2004,Skid Steer Loaders,unknown,OROPS,Mississippi
78000.0,3,2007,Track Excavators,Large / Medium,EROPS w AC,Pennsylvania
14000.0,15,2006,Track Excavators,Small,EROPS,New Hampshire
10000.0,29,2009,Track Type Tractors,Medium,OROPS,Idaho
9000.0,6,2002,Skid Steer Loaders,unknown,OROPS,Wyoming
12500.0,10,1999,Backhoe Loaders,unknown,OROPS,Florida
40000.0,15,1999,Wheel Loader,Medium,EROPS,Ohio
38000.0,5,2001,Motor Graders,unknown,EROPS,California
14500.0,18,2010,Backhoe Loaders,unknown,EROPS,Colorado
36000.0,5,2008,Backhoe Loaders,unknown,OROPS,Alabama
8000.0,7,1996,Skid Steer Loaders,unknown,OROPS,California
46000.0,18,1997,Motor Graders,unknown,EROPS,New Jersey
20000.0,11,2011,Track Excavators,Large / Medium,EROPS,Wisconsin
12500.0,29,2004,Wheel Loader,Medium,EROPS,Mississippi
7500.0,9,2009,Skid Steer Loaders,unknown,OROPS,Michigan
99000.0,6,2005,Track Excavators,Large / Medium,EROPS w AC,Florida
42000.0,21,2004,Wheel Loader,Medium,EROPS,Illinois
25000.0,24,1994,Track Type Tractors,Medium,OROPS,Texas
22000.0,12,2007,Track Excavators,Large / Medium,EROPS,California
6000.0,5,2007,Skid Steer Loaders,unknown,OROPS,Texas
20500.0,21,2008,Track Type Tractors,unknown,OROPS,Florida
35000.0,13,2008,Track Excavators,Large / Medium,EROPS,California
20500.0,6,2011,Backhoe Loaders,unknown,OROPS,Texas
9500.0,15,1993,Motor Graders,unknown,EROPS,Florida
13500.0,7,2006,Backhoe Loaders,unknown,OROPS,Maryland
52000.0,6,2001,Track Excavators,Large / Medium,EROPS w AC,South Carolina
27500.0,9,2007,Wheel Loader,unknown,OROPS,Texas
52500.0,4,2010,Track Excavators,Small,EROPS w AC,Florida
26000.0,5,2003,Backhoe Loaders,unknown,EROPS,Ohio
25000.0,9,2008,Track Excavators,Large / Medium,EROPS,Washington
31000.0,3,2001,Backhoe Loaders,unknown,EROPS,Utah
11500.0,9,2011,Skid Steer Loaders,unknown,OROPS,Pennsylvania
37000.0,6,2007,Track Excavators,Small,EROPS w AC,New York
6500.0,8,2008,Skid Steer Loaders,unknown,OROPS,Texas
14000.0,2,2001,Skid Steer Loaders,unknown,OROPS,Washington
35000.0,23,1997,Track Type Tractors,Large,OROPS,Georgia
30000.0,5,2003,Backhoe Loaders,unknown,EROPS,Colorado
33000.0,8,1996,Wheel Loader,unknown,EROPS,Indiana
17000.0,9,2001,Track Excavators,Large / Medium,EROPS w AC,Tennessee
23500.0,6,2009,Backhoe Loaders,unknown,OROPS,Washington
21000.0,16,1995,Wheel Loader,unknown,EROPS,Maine
43000.0,7,2009,Wheel Loader,Medium,EROPS w AC,Texas
45000.0,10,2000,Track Type Tractors,Medium,OROPS,Florida
15500.0,18,1995,Wheel Loader,Medium,EROPS,Illinois
62500.0,5,2008,Wheel Loader,unknown,EROPS w AC,Florida
32000.0,9,2009,Wheel Loader,Medium,EROPS,Washington
18000.0,12,2010,Backhoe Loaders,unknown,EROPS,Indiana
25000.0,11,2009,Track Excavators,Large / Medium,EROPS,Washington
52000.0,22,2008,Track Type Tractors,Large,EROPS,Washington
21000.0,9,2002,Backhoe Loaders,unknown,OROPS,Florida
45000.0,4,2007,Track Type Tractors,unknown,OROPS,Florida
30000.0,18,2011,Wheel Loader,Medium,EROPS w AC,Nebraska
37500.0,25,2006,Motor Graders,unknown,EROPS,North Carolina
9000.0,3,2002,Skid Steer Loaders,unknown,OROPS,Illinois
19000.0,12,2002,Track Type Tractors,unknown,EROPS,Alabama
57500.0,6,2008,Track Excavators,Large / Medium,EROPS w AC,Florida
47500.0,9,1992,Wheel Loader,Medium,EROPS,Kentucky
14500.0,10,1997,Backhoe Loaders,unknown,OROPS,Kentucky
41000.0,2,2007,Track Type Tractors,unknown,EROPS w AC,Georgia
18000.0,26,2011,Wheel Loader,unknown,EROPS,Ohio
26000.0,21,2011,Wheel Loader,Medium,EROPS w AC,Missouri
8000.0,42,2006,Motor Graders,unknown,EROPS,Maryland
42000.0,8,2008,Wheel Loader,Medium,EROPS,Florida
74000.0,6,1996,Track Excavators,Large / Medium,EROPS,Arizona
17000.0,17,2008,Backhoe Loaders,unknown,OROPS,Washington
23000.0,21,2007,Track Type Tractors,unknown,OROPS,New York
27000.0,3,1997,Backhoe Loaders,unknown,OROPS,Texas
33000.0,12,2008,Backhoe Loaders,unknown,EROPS,Nebraska
7500.0,14,2000,Skid Steer Loaders,unknown,OROPS,Florida
38000.0,3,2002,Backhoe Loaders,unknown,OROPS,Texas
52500.0,24,2011,Wheel Loader,Medium,EROPS,Texas
22000.0,27,2006,Track Type Tractors,Medium,OROPS,Georgia
23000.0,19,2000,Wheel Loader,Medium,OROPS,Arizona
20000.0,13,2010,Wheel Loader,Medium,EROPS,Washington
26000.0,16,2011,Wheel Loader,Medium,EROPS,Georgia
59000.0,4,2008,Track Excavators,Large / Medium,EROPS w AC,Florida
47500.0,9,2007,Track Excavators,Large / Medium,EROPS,Arizona
26500.0,11,2005,Track Excavators,Small,EROPS,Pennsylvania
42000.0,13,2011,Track Type Tractors,Medium,OROPS,Kentucky
18000.0,23,1991,Motor Graders,unknown,OROPS,Arizona
20000.0,10,2009,Track Excavators,Small,EROPS,Maine
55000.0,4,1998,Track Excavators,Large / Medium,EROPS w AC,Mississippi
21000.0,11,2006,Backhoe Loaders,unknown,EROPS,Pennsylvania
36000.0,17,1989,Track Type Tractors,Large,OROPS,California
11500.0,19,2011,Backhoe Loaders,unknown,OROPS,Alabama
52000.0,3,2009,Track Excavators,Large / Medium,EROPS w AC,North Carolina
55000.0,4,2002,Track Excavators,Large / Medium,EROPS,Unspecified
14500.0,5,2006,Track Excavators,Mini,EROPS,Maryland
16500.0,9,2001,Backhoe Loaders,unknown,OROPS,Texas
13500.0,19,2006,Track Type Tractors,unknown,OROPS,Florida
72500.0,2,1998,Wheel Loader,unknown,EROPS,Maine
16500.0,33,2004,Motor Graders,unknown,EROPS,Texas
21000.0,16,2010,Track Excavators,Large / Medium,EROPS w AC,Nebraska
65000.0,2,1996,Wheel Loader,Medium,EROPS w AC,Alabama
13000.0,5,2010,Skid Steer Loaders,unknown,OROPS,Florida
10250.0,13,2011,Skid Steer Loaders,unknown,OROPS,Nebraska
54000.0,6,2007,Track Excavators,Large / Medium,EROPS w AC,Florida
47500.0,27,2009,Wheel Loader,Medium,EROPS,Texas
15000.0,14,1999,Backhoe Loaders,unknown,OROPS,Florida
29000.0,6,2005,Track Type Tractors,unknown,OROPS,New Jersey
11000.0,3,2008,Skid Steer Loaders,unknown,OROPS,Arkansas
38000.0,5,2011,Track Excavators,Large / Medium,EROPS w AC,Texas
42500.0,7,2006,Wheel Loader,unknown,OROPS,Florida
29000.0,14,1996,Wheel Loader,Medium,EROPS,Colorado
39000.0,5,2001,Backhoe Loaders,unknown,OROPS,Arizona
100000.0,5,2011,Track Type Tractors,Medium,EROPS w AC,Connecticut
27750.0,5,2007,Backhoe Loaders,unknown,OROPS,South Carolina
96000.0,4,2005,Motor Graders,unknown,EROPS w AC,Florida
25000.0,7,2010,Backhoe Loaders,unknown,OROPS,California
10250.0,19,2011,Wheel Loader,unknown,EROPS,South Carolina
41000.0,9,2008,Wheel Loader,Medium,EROPS w AC,Texas
26500.0,12,1998,Track Excavators,Large / Medium,EROPS,New York
36000.0,20,1997,Wheel Loader,Large,EROPS,Kentucky
47500.0,24,2005,Track Type Tractors,Large,OROPS,New Mexico
67500.0,5,2002,Track Type Tractors,Medium,EROPS,Tennessee
31000.0,9,1999,Track Type Tractors,Medium,OROPS,Mississippi
61000.0,7,1995,Track Type Tractors,Medium,EROPS,New York
29000.0,7,2002,Track Type Tractors,unknown,OROPS,Alabama
11500.0,5,2007,Skid Steer Loaders,unknown,OROPS,Florida
58000.0,12,2008,Track Type Tractors,Medium,EROPS w AC,Maryland
120000.0,4,2011,Track Type Tractors,Medium,EROPS w AC,Missouri
10500.0,17,1989,Motor Graders,unknown,EROPS,Georgia
21000.0,8,2004,Backhoe Loaders,unknown,EROPS,Colorado
10500.0,6,2008,Skid Steer Loaders,unknown,OROPS,Florida
19500.0,9,2007,Track Type Tractors,unknown,OROPS,Alabama
14000.0,17,1999,Track Type Tractors,unknown,OROPS,Wyoming
72500.0,8,1996,Motor Graders,unknown,EROPS,North Carolina
37000.0,4,2006,Backhoe Loaders,unknown,EROPS w AC,Pennsylvania
27500.0,22,1996,Track Excavators,Large / Medium,EROPS,New Hampshire
11000.0,17,2002,Track Excavators,Large / Medium,EROPS,Tennessee
11000.0,4,2003,Track Excavators,Mini,EROPS,Unspecified
39000.0,3,2007,Track Type Tractors,unknown,OROPS,New Jersey
18000.0,2,2008,Skid Steer Loaders,unknown,OROPS,Georgia
11000.0,28,1998,Motor Graders,unknown,EROPS,California
17500.0,33,2009,Motor Graders,unknown,EROPS,Ohio
57500.0,5,2004,Motor Graders,unknown,EROPS w AC,Illinois
18500.0,20,1991,Track Type Tractors,Medium,OROPS,New York
29000.0,41,2008,Track Type Tractors,Large,OROPS,New Jersey
18500.0,2,2002,Wheel Loader,Compact,EROPS w AC,New Hampshire
55000.0,7,1996,Wheel Loader,Medium,EROPS,Maine
43000.0,30,2008,Track Type Tractors,Large,OROPS,Washington
18000.0,14,2011,Backhoe Loaders,unknown,EROPS w AC,Texas
36000.0,4,2010,Backhoe Loaders,unknown,OROPS,Texas
24000.0,3,2009,Track Excavators,Mini,EROPS w AC,Virginia
65000.0,16,2009,Motor Graders,unknown,EROPS w AC,Nevada
95000.0,6,2004,Motor Graders,unknown,EROPS w AC,Mississippi
17000.0,9,2001,Track Excavators,Mini,EROPS,New Hampshire
22500.0,21,2009,Backhoe Loaders,unknown,EROPS,Indiana
66000.0,3,1992,Track Type Tractors,Medium,OROPS,Georgia
82500.0,5,2007,Track Excavators,Large / Medium,EROPS w AC,Florida
24500.0,4,2005,Track Excavators,Mini,EROPS,New Jersey
33000.0,22,2002,Motor Graders,unknown,OROPS,Florida
27000.0,16,2008,Track Excavators,Small,EROPS,Ohio
85000.0,4,1993,Motor Graders,unknown,EROPS,Georgia
19500.0,12,2005,Backhoe Loaders,unknown,OROPS,Florida
8500.0,34,2011,Motor Graders,unknown,EROPS,North Carolina
25000.0,13,2006,Wheel Loader,Medium,EROPS,Texas
25500.0,7,1990,Wheel Loader,unknown,OROPS,Georgia
20000.0,36,2008,Track Type Tractors,Large,OROPS,Minnesota
20000.0,2,2007,Skid Steer Loaders,unknown,OROPS,Florida
15000.0,6,2005,Track Excavators,Mini,EROPS,Georgia
70000.0,6,2008,Wheel Loader,Medium,EROPS w AC,Idaho
27500.0,2,1997,Backhoe Loaders,unknown,OROPS,Kentucky
16000.0,13,2002,Track Type Tractors,unknown,OROPS,Pennsylvania
95000.0,8,2007,Wheel Loader,Medium,EROPS w AC,Florida
10500.0,7,2006,Skid Steer Loaders,unknown,OROPS,Florida
25000.0,6,2011,Track Type Tractors,unknown,EROPS w AC,New Jersey
11000.0,46,2008,Motor Graders,unknown,EROPS,Missouri
9000.0,3,2005,Skid Steer Loaders,unknown,OROPS,Utah
26000.0,9,2007,Backhoe Loaders,unknown,EROPS w AC,Arizona
39000.0,8,2006,Wheel Loader,unknown,EROPS w AC,Florida
22000.0,9,2000,Wheel Loader,unknown,EROPS,Tennessee
29000.0,22,2011,Track Type Tractors,Medium,OROPS,Texas
16000.0,15,2004,Track Excavators,Small,EROPS w AC,South Carolina
20500.0,12,2010,Backhoe Loaders,unknown,OROPS,Washington
110000.0,16,2004,Track Type Tractors,Large,EROPS w AC,California
68000.0,16,2005,Track Type Tractors,Large,EROPS,Arkansas
57000.0,17,2005,Wheel Loader,Medium,EROPS,Washington
17000.0,22,2010,Track Type Tractors,Medium,OROPS,Connecticut
18075.0,18,2007,Backhoe Loaders,unknown,OROPS,Michigan
13000.0,7,2010,Skid Steer Loaders,unknown,OROPS,Nevada
27000.0,6,2010,Backhoe Loaders,unknown,OROPS,California
14500.0,11,1989,Track Type Tractors,unknown,OROPS,Florida
